"","ME","ME.se","MAE","MAE.se","RMSE","RMSE.se","Rsq","Model"
"1",0.000885827321325663,0.000591350103898942,0.0773452896633739,0.000387682878330053,0.102425258904194,0.000113825715166886,0.584012542312763,"Wet SR"
"2",0.000823073684089496,0.000595729717849534,0.0778127560437242,0.000391248672513014,0.103183257190149,0.000115664564817106,0.577876682057036,"Wet SR+VI"
"3",-0.000227984067964127,0.000641914839029601,0.0836971086050263,0.000422532790186437,0.111179439126154,0.000132772208946554,0.511033744264662,"Wet VI"
"4",0.000584503476517237,0.000575648578202365,0.0749053436734066,0.000379925240228486,0.0997036482248017,0.000108849331223844,0.606047639047403,"Dry SR"
"5",0.000482872556397584,0.000579637080102949,0.0753920938634468,0.000382764538012296,0.100393901938936,0.000110731187261058,0.601073792042672,"Dry SR+VI"
"6",-6.29378274776726e-05,0.000609933314543696,0.0792243362414872,0.000403470341467218,0.105640046239963,0.000124845986509214,0.561111238358181,"Dry VI"
"7",0.000985764340727958,0.000545353661196803,0.0708302367594407,0.000360833911301366,0.0944600200271342,9.82363568681973e-05,0.646047051775453,"Dry & Wet SR"
"8",0.00107621647133713,0.000546733228513391,0.0709986559304786,0.000361825454865199,0.0946999319021252,9.8669210143101e-05,0.644259556173026,"Dry & Wet SR+VI"
"9",0.000174660972258493,0.000592482659727099,0.0771063718868494,0.000390952367061235,0.102617734809194,0.00011456206105865,0.583527116078735,"Dry & Wet VI"
"10",0.000353516765621595,0.000809511357079151,0.109468919168394,0.000505804339186461,0.140207251859642,0.000178640096735832,0.238823599734851,"PALSAR"
"11",0.000869902034668027,0.00056779537795013,0.0738192544634753,0.000375182572329581,0.0983456134406278,0.000106707213084732,0.61630138337808,"PALSAR & Dry SR"
"12",0.00121492853366859,0.000582437222257606,0.0758783741730618,0.000383864479470332,0.100885039134853,0.000112280584175242,0.596311034066368,"PALSAR & Wet SR"
"13",0.00110686790351161,0.00054452682454733,0.0707707309254453,0.000359985131176554,0.0943181637712401,9.75604405242369e-05,0.647203012362185,"PALSAR & Wet+Dry SR"
"14",0.00127800624246121,0.000544862096763085,0.0706983833181019,0.000360983836207176,0.0943783909865958,9.80338108197709e-05,0.646670588197194,"All"
"15",0.000939981766517129,0.000591468366318384,0.0773786950859744,0.000387645320333995,0.102446223682109,0.00011381531322108,0.583845889130778,"Wet SR"
"16",0.000842158478026074,0.000595676389088945,0.0777984901050189,0.000391263402207152,0.103174174994145,0.000115849406746198,0.577936815463807,"Wet SR+VI"
"17",-0.000149513273040392,0.000641991267769649,0.0837168310649,0.000422517491706165,0.111192543299528,0.000132748117392263,0.510950096824954,"Wet VI"
"18",0.000541711253173108,0.00057595541535155,0.0749177627753459,0.000380306337160862,0.0997565497397749,0.000109152449759577,0.605657636632798,"Dry SR"
"19",0.00047993005513962,0.000579625164427579,0.0753914059522738,0.000382750886972572,0.100391824066137,0.000110633556635651,0.601087784931109,"Dry SR+VI"
"20",-5.80713894399622e-07,0.000609747647837775,0.079191610255901,0.000403403708933634,0.1056078701483,0.000124758247815793,0.561376159233259,"Dry VI"
